address	name	current_type	raw_target	classification	target_name	target_data_type	pointee	anonymous_pointee	script_owned	evidence_sites	proposed_type	type_apply
0079BFEC	PTR_DAT_0079bfec	/pointer	007CBCC0	initialized_data_pointer	DAT_007cbcc0			0	0	0		0
0079BFF0	PTR_s_TUTOR_0079bff0	/pointer	007CBCB8	string_pointer	s_TUTOR_007cbcb8	/string		0	0	0		0
0079C020	PTR_s_UPDATES\\_0079c020	/pointer	007C94C0	string_pointer	s_UPDATES\\_007c94c0	/string		0	0	0		0
0079C024	PTR_s_ST.INF_0079c024	/pointer	007C94B8	string_pointer	s_ST.INF_007c94b8	/string		0	0	0		0
0079C04C	PTR_s_SAVEGAME\\_0079c04c	/pointer	007C7094	string_pointer	s_SAVEGAME\\_007c7094	/string		0	0	0		0
0079C050	PTR_s_CUSTOM\\_0079c050	/pointer	007CC71C	string_pointer	s_CUSTOM\\_007cc71c	/string		0	0	0		0
0079C054	PTR_s_MISSIONS\\_0079c054	/pointer	007CBCC8	string_pointer	s_MISSIONS\\_007cbcc8	/string		0	0	0		0
0079C058	PTR_DAT_0079c058	/pointer	007C7080	initialized_data_pointer	DAT_007c7080	/undefined1		0	0	0		0
0079C05C	PTR_s_CAMPAIGN.VPS_0079c05c	/pointer	007CA094	string_pointer	s_CAMPAIGN.VPS_007ca094	/string		0	0	0		0
0079C060	PTR_s_ADDON_0079c060	/pointer	007CC714	string_pointer	s_ADDON_007cc714	/string		0	0	0		0
0079C064	PTR_s_MISSION_0079c064	/pointer	007CC708	string_pointer	s_MISSION_007cc708	/string		0	0	0		0
0079C068	PTR_DAT_0079c068	/pointer	007CC704	initialized_data_pointer	DAT_007cc704			0	0	0		0
0079C06C	PTR_DAT_0079c06c	/pointer	007C7064	initialized_data_pointer	DAT_007c7064	/undefined1		0	0	0		0
0079C070	PTR_s_SAVE_DESC_0079c070	/pointer	007C7058	string_pointer	s_SAVE_DESC_007c7058	/string		0	0	0		0
0079C074	PTR_s_OBJECTIVES_0079c074	/pointer	007C9FE4	string_pointer	s_OBJECTIVES_007c9fe4	/string		0	0	0		0
0079C078	PTR_s_DESCRIPTOR_0079c078	/pointer	007C9FC8	string_pointer	s_DESCRIPTOR_007c9fc8	/string		0	0	0		0
0079C0B8	PTR_s_SAVEGAME\\_0079c0b8	/pointer	007C7094	string_pointer	s_SAVEGAME\\_007c7094	/string		0	0	0		0
0079C0BC	PTR_s_CUSTOM\\_0079c0bc	/pointer	007CC71C	string_pointer	s_CUSTOM\\_007cc71c	/string		0	0	0		0
0079C0D4	PTR_s_SAVEGAME\\_0079c0d4	/pointer	007C7094	string_pointer	s_SAVEGAME\\_007c7094	/string		0	0	0		0
0079C0D8	PTR_s_PL_LOG_0079c0d8	/pointer	007CA67C	string_pointer	s_PL_LOG_007ca67c	/string		0	0	0		0
0079C0DC	PTR_DAT_0079c0dc	/pointer	007CCEC0	initialized_data_pointer	DAT_007ccec0	/undefined4		0	0	0		0
0079C0E8	PTR_s_MISSIONS\\_0079c0e8	/pointer	007CBCC8	string_pointer	s_MISSIONS\\_007cbcc8	/string		0	0	0		0
0079C0EC	PTR_s_SYSTEM\\_0079c0ec	/pointer	007C7088	string_pointer	s_SYSTEM\\_007c7088	/string		0	0	0		0
0079C0F0	PTR_DAT_0079c0f0	/pointer	007C7080	initialized_data_pointer	DAT_007c7080	/undefined1		0	0	0		0
0079C0F4	PTR_s_RANDOM_0079c0f4	/pointer	007CD0E0	string_pointer	s_RANDOM_007cd0e0	/string		0	0	0		0
0079C0F8	PTR_s_GENERATE_RND_0079c0f8	/pointer	007CD0D0	string_pointer	s_GENERATE_RND_007cd0d0	/string		0	0	0		0
0079C0FC	PTR_s_INTERFACE_RND_0079c0fc	/pointer	007CD0C0	string_pointer	s_INTERFACE_RND_007cd0c0	/string		0	0	0		0
0079C100	PTR_s_STRATEGS_0079c100	/pointer	007C706C	string_pointer	s_STRATEGS_007c706c	/string		0	0	0		0
0079C104	PTR_s_TITLE_MISSION_0079c104	/pointer	007CA004	string_pointer	s_TITLE_MISSION_007ca004	/string		0	0	0		0
0079C108	PTR_s_DESCRIPTION_0079c108	/pointer	007C9FF4	string_pointer	s_DESCRIPTION_007c9ff4	/string		0	0	0		0
0079C10C	PTR_s_OBJECTIVES_0079c10c	/pointer	007C9FE4	string_pointer	s_OBJECTIVES_007c9fe4	/string		0	0	0		0
0079C110	PTR_s_DESCRIPTOR_0079c110	/pointer	007C9FC8	string_pointer	s_DESCRIPTOR_007c9fc8	/string		0	0	0		0
0079C114	PTR_s_SMALL_MAP_0079c114	/pointer	007C9FBC	string_pointer	s_SMALL_MAP_007c9fbc	/string		0	0	0		0
0079C19C	PTR_s_SAVEGAME\\_0079c19c	/pointer	007C7094	string_pointer	s_SAVEGAME\\_007c7094	/string		0	0	0		0
0079C1A0	PTR_s_PL_LOG_0079c1a0	/pointer	007CA67C	string_pointer	s_PL_LOG_007ca67c	/string		0	0	0		0
0079C1A4	PTR_s_OPTIONS_PLAYER_0079c1a4	/pointer	007CA668	string_pointer	s_OPTIONS_PLAYER_007ca668	/string		0	0	0		0
0079C1BC	PTR_s_CUSTOM\\_0079c1bc	/pointer	007CC71C	string_pointer	s_CUSTOM\\_007cc71c	/string		0	0	0		0
0079C1C0	PTR_DAT_0079c1c0	/pointer	007C7080	initialized_data_pointer	DAT_007c7080	/undefined1		0	0	0		0
0079C1C4	PTR_DAT_0079c1c4	/pointer	007C7078	initialized_data_pointer	DAT_007c7078	/undefined1		0	0	0		0
0079C1C8	PTR_s_SAVE_PLAYER_0079c1c8	/pointer	007CA06C	string_pointer	s_SAVE_PLAYER_007ca06c	/string		0	0	0		0
0079C1CC	PTR_s_TITLE_MISSION_0079c1cc	/pointer	007CA004	string_pointer	s_TITLE_MISSION_007ca004	/string		0	0	0		0
0079C1D0	PTR_s_DESCRIPTION_0079c1d0	/pointer	007C9FF4	string_pointer	s_DESCRIPTION_007c9ff4	/string		0	0	0		0
0079C1D4	PTR_s_OBJECTIVES_0079c1d4	/pointer	007C9FE4	string_pointer	s_OBJECTIVES_007c9fe4	/string		0	0	0		0
0079C1D8	PTR_s_DESCRIPTOR_0079c1d8	/pointer	007C9FC8	string_pointer	s_DESCRIPTOR_007c9fc8	/string		0	0	0		0
0079C1DC	PTR_s_SMALL_MAP_0079c1dc	/pointer	007C9FBC	string_pointer	s_SMALL_MAP_007c9fbc	/string		0	0	0		0
0079C214	PTR_s_TASKPLAY_0079c214	/pointer	007CD988	string_pointer	s_TASKPLAY_007cd988	/string		0	0	0		0
0079C218	PTR_s_TITLE_MISSION_0079c218	/pointer	007CA004	string_pointer	s_TITLE_MISSION_007ca004	/string		0	0	0		0
0079C21C	PTR_s_DESCRIPTION_0079c21c	/pointer	007C9FF4	string_pointer	s_DESCRIPTION_007c9ff4	/string		0	0	0		0
0079C220	PTR_s_OBJECTIVES_0079c220	/pointer	007C9FE4	string_pointer	s_OBJECTIVES_007c9fe4	/string		0	0	0		0
0079C224	PTR_s_DEFAULT_WS_ANIMATED_0079c224	/pointer	007CD970	string_pointer	s_DEFAULT_WS_ANIMATED_007cd970	/string		0	0	0		0
0079C228	PTR_s_DEFAULT_BO_ANIMATED_0079c228	/pointer	007CD958	string_pointer	s_DEFAULT_BO_ANIMATED_007cd958	/string		0	0	0		0
0079C22C	PTR_s_DEFAULT_SI_ANIMATED_0079c22c	/pointer	007CD940	string_pointer	s_DEFAULT_SI_ANIMATED_007cd940	/string		0	0	0		0
0079C240	PTR_s_SAVEGAME\\_0079c240	/pointer	007C7094	string_pointer	s_SAVEGAME\\_007c7094	/string		0	0	0		0
0079C244	PTR_s_CUSTOM\\_0079c244	/pointer	007CC71C	string_pointer	s_CUSTOM\\_007cc71c	/string		0	0	0		0
0079C57C	PTR_s_BASIS_MAN_0079c57c	/pointer	007CE554	string_pointer	s_BASIS_MAN_007ce554	/string		0	0	0		0
0079D080	PTR_s_RUBBISH_3_0079d080	/pointer	007D13E0	string_pointer	s_RUBBISH_3_007d13e0	/string		0	0	0		0
0079D198	PTR_DAT_0079d198	/pointer	007D19F0	initialized_data_pointer	DAT_007d19f0			0	0	0		0
0079D614	PTR_s_AIBOSS_0079d614	/pointer	007D2748	string_pointer	s_AIBOSS_007d2748	/string		0	0	0		0
0079D65C	PTR_DAT_0079d65c	/pointer	007D2860	initialized_data_pointer	DAT_007d2860			0	0	0		0
0079D660	PTR_s_AIPLAYER_0079d660	/pointer	007D2854	string_pointer	s_AIPLAYER_007d2854	/string		0	0	0		0
0079D664	PTR_s_AIBOSS_0079d664	/pointer	007D2748	string_pointer	s_AIBOSS_007d2748	/string		0	0	0		0
0079D668	PTR_s_STRATEG_0079d668	/pointer	007D2848	string_pointer	s_STRATEG_007d2848	/string		0	0	0		0
0079D6C0	PTR_s_SAVEGAME\\_0079d6c0	/pointer	007C7094	string_pointer	s_SAVEGAME\\_007c7094	/string		0	0	0		0
0079D6C4	PTR_s_PL_LOG_0079d6c4	/pointer	007CA67C	string_pointer	s_PL_LOG_007ca67c	/string		0	0	0		0
0079D6C8	PTR_DAT_0079d6c8	/pointer	007CCEC0	initialized_data_pointer	DAT_007ccec0	/undefined4		0	0	0		0
0079D6D0	PTR_s_AIPLAYER_0079d6d0	/pointer	007D2854	string_pointer	s_AIPLAYER_007d2854	/string		0	0	0		0
0079D718	PTR_s_OBJECTIVES_0079d718	/pointer	007C9FE4	string_pointer	s_OBJECTIVES_007c9fe4	/string		0	0	0		0
0079D71C	PTR_s_AIPLAYER_0079d71c	/pointer	007D2854	string_pointer	s_AIPLAYER_007d2854	/string		0	0	0		0
0079D720	PTR_s_AIBOSS_0079d720	/pointer	007D2748	string_pointer	s_AIBOSS_007d2748	/string		0	0	0		0
0079D724	PTR_s_ASSISTANT_0079d724	/pointer	007D2F98	string_pointer	s_ASSISTANT_007d2f98	/string		0	0	0		0
0079D728	PTR_s_OPPONENT_0079d728	/pointer	007D2F8C	string_pointer	s_OPPONENT_007d2f8c	/string		0	0	0		0
0079D72C	PTR_s_STRATEG_0079d72c	/pointer	007D2848	string_pointer	s_STRATEG_007d2848	/string		0	0	0		0
0079D734	PTR_s___EMPTY___0079d734	/pointer	007D4308	string_pointer	s___EMPTY___007d4308	/string		0	0	0		0
0079D738	PTR_s___CONST__%03d_0079d738	/pointer	007D42F8	string_pointer	s___CONST__%03d_007d42f8	/string		0	0	0		0
0079D73C	PTR_s___INCLUDE__%03d_0079d73c	/pointer	007D42E4	string_pointer	s___INCLUDE__%03d_007d42e4	/string		0	0	0		0
0079D740	PTR_s___EXPAR__%03d_0079d740	/pointer	007D42D4	string_pointer	s___EXPAR__%03d_007d42d4	/string		0	0	0		0
0079D744	PTR_s__RT%d_0079d744	/pointer	007D42CC	string_pointer	s__RT%d_007d42cc	/string		0	0	0		0
0079D748	PTR_s__GL%d_0079d748	/pointer	007D42C4	string_pointer	s__GL%d_007d42c4	/string		0	0	0		0
0079D74C	PTR_s__PI%d_0079d74c	/pointer	007D42BC	string_pointer	s__PI%d_007d42bc	/string		0	0	0		0
0079D750	PTR_s__PS%d_0079d750	/pointer	007D42B4	string_pointer	s__PS%d_007d42b4	/string		0	0	0		0
0079D770	PTR_s_DESCRIPTOR_0079d770	/pointer	007C9FC8	string_pointer	s_DESCRIPTOR_007c9fc8	/string		0	0	0		0
0079D774	PTR_s_GENERATE_RND_0079d774	/pointer	007CD0D0	string_pointer	s_GENERATE_RND_007cd0d0	/string		0	0	0		0
0079D778	PTR_s_INTERFACE_RND_0079d778	/pointer	007CD0C0	string_pointer	s_INTERFACE_RND_007cd0c0	/string		0	0	0		0
0079D838	PTR_s_TITLE_MISSION_0079d838	/pointer	007CA004	string_pointer	s_TITLE_MISSION_007ca004	/string		0	0	0		0
0079D83C	PTR_s_TEXTURE_0079d83c	/pointer	007C9FD8	string_pointer	s_TEXTURE_007c9fd8	/string		0	0	0		0
0079D840	PTR_s_SMALL_MAP_0079d840	/pointer	007C9FBC	string_pointer	s_SMALL_MAP_007c9fbc	/string		0	0	0		0
0079D848	PTR_s_PALETTE_0079d848	/pointer	007CA1C8	string_pointer	s_PALETTE_007ca1c8	/string		0	0	0		0
007A1270	PTR_DAT_007a1270	/pointer	007A1BB0	initialized_data_pointer	DAT_007a1bb0	/undefined1		0	0	0		0
007A127C	PTR_DAT_007a127c	/pointer	007A1BA0	initialized_data_pointer	DAT_007a1ba0	/undefined1		0	0	0		0
007A1284	PTR_s_RGB_VGA_007a1284	/pointer	007A132C	string_pointer	s_RGB_VGA_007a132c	/string		0	0	0		0
007A5250	PTR_DAT_007a5250	/pointer	007F4DE8	initialized_data_pointer	DAT_007f4de8			0	0	0		0
007AD25C	PTR_s_tlo_bldmark_si_007ad25c	pointer:/undefined	007AD2B8	string_pointer	s_tlo_bldmark_si_007ad2b8	/string	/undefined	0	0	0		0
007B5170	PTR_DAT_007b5170	pointer:/undefined	007AD5B0	initialized_data_pointer	DAT_007ad5b0		/undefined	0	0	0		0
007B5180	PTR_DAT_007b5180	/pointer	007B1FF0	initialized_data_pointer	DAT_007b1ff0			0	0	0		0
007B8310	PTR_DAT_007b8310	pointer:/undefined	007B5190	initialized_data_pointer	DAT_007b5190		/undefined	0	0	0		0
007B8320	PTR_DAT_007b8320	/pointer	007FE430	initialized_data_pointer	DAT_007fe430			0	0	0		0
007B8330	PTR_s_dyaws_body_007b8330	/pointer	007BE898	string_pointer	s_dyaws_body_007be898	/string		0	0	0		0
007B8334	PTR_s_dyaws_id_007b8334	/pointer	007BE88C	string_pointer	s_dyaws_id_007be88c	/string		0	0	0		0
007BB198	PTR_PTR_007bb198	pointer:/undefined	007B8330	initialized_data_pointer	PTR_s_dyaws_body_007b8330	/pointer	/undefined	0	0	0		0
007BB1A8	PTR_DAT_007bb1a8	/pointer	007B95C0	initialized_data_pointer	DAT_007b95c0			0	0	0		0
007BB1B4	PTR_s_tlo_sha_ws_007bb1b4	/pointer	007BDDE4	string_pointer	s_tlo_sha_ws_007bdde4	/string		0	0	0		0
007BF3E8	PTR_s_tlo_embws1_007bf3e8	/pointer	007BF418	string_pointer	s_tlo_embws1_007bf418	/string		0	0	0		0
007BFC04	PTR_DAT_007bfc04	/pointer	007BFA30	initialized_data_pointer	DAT_007bfa30			0	0	0		0
007BFC08	PTR_DAT_007bfc08	/pointer	007BFACC	initialized_data_pointer	DAT_007bfacc			0	0	0		0
007C0DC8	PTR_DAT_007c0dc8	/pointer	007BFC10	initialized_data_pointer	DAT_007bfc10			0	0	0		0
007C83B0	PTR_DAT_007c83b0	/pointer	007C8400	initialized_data_pointer	DAT_007c8400	/undefined1		0	0	0		0
007CB08C	PTR_s_rc276_c%d_007cb08c	/pointer	007CB190	string_pointer	s_rc276_c%d_007cb190	/string		0	0	0		0
007CB090	PTR_s_rc276_%d_007cb090	/pointer	007CB184	string_pointer	s_rc276_%d_007cb184	/string		0	0	0		0
007CB094	PTR_s_rgold_c0_007cb094	/pointer	007CB178	string_pointer	s_rgold_c0_007cb178	/string		0	0	0		0
007CB098	PTR_s_rgold_%d_007cb098	/pointer	007CB16C	string_pointer	s_rgold_%d_007cb16c	/string		0	0	0		0
007CB09C	PTR_s_rmeta_c%d_007cb09c	/pointer	007CB160	string_pointer	s_rmeta_c%d_007cb160	/string		0	0	0		0
007CB0A0	PTR_s_rmeta_%d_007cb0a0	/pointer	007CB154	string_pointer	s_rmeta_%d_007cb154	/string		0	0	0		0
007CB0A4	PTR_s_term0_007cb0a4	pointer:/undefined	007CB14C	string_pointer	s_term0_007cb14c	/string	/undefined	0	0	0		0
007CB0B4	PTR_s_termsd_007cb0b4	/pointer	007CB134	string_pointer	s_termsd_007cb134	/string		0	0	0		0
007CDE70	PTR_s_cont1_007cde70	pointer:/undefined	007CE4E4	string_pointer	s_cont1_007ce4e4	/string	/undefined	0	0	0		0
007CE530	PTR_s_basis_10_007ce530	/pointer	007CE548	string_pointer	s_basis_10_007ce548	/string		0	0	0		0
007CE534	PTR_s_basis_40_007ce534	/pointer	007CE53C	string_pointer	s_basis_40_007ce53c	/string		0	0	0		0
007CE5A0	PTR_s_adcbo_007ce5a0	pointer:/undefined	007CE68C	string_pointer	s_adcbo_007ce68c	/string	/undefined	0	0	0		0
007CE5F8	PTR_s_pics_g_007ce5f8	pointer:/undefined	007CE674	string_pointer	s_pics_g_007ce674	/string	/undefined	0	0	0		0
007CE6E0	PTR_s_col3l0_007ce6e0	pointer:/undefined	007CE860	string_pointer	s_col3l0_007ce860	/string	/undefined	0	0	0		0
007CE934	PTR_s_Expb24_007ce934	/pointer	007CEBC0	string_pointer	s_Expb24_007cebc0	/string		0	0	0		0
007CEBEC	PTR_s_Dest1_0_007cebec	pointer:/undefined	007CED28	string_pointer	s_Dest1_0_007ced28	/string	/undefined	0	0	0		0
007CEC00	PTR_s_Dest4_0_007cec00	pointer:/undefined	007CED1C	string_pointer	s_Dest4_0_007ced1c	/string	/undefined	0	0	0		0
007CEC3C	PTR_s_dest0s0_007cec3c	pointer:/undefined	007CECEC	string_pointer	s_dest0s0_007cecec	/string	/undefined	0	0	0		0
007CED70	PTR_s_expl_bt0_007ced70	pointer:/undefined	007BF540	string_pointer	s_expl_bt0_007bf540	/string	/undefined	0	0	0		0
007CED98	PTR_s_expl_bm0_007ced98	pointer:/undefined	007CF624	string_pointer	s_expl_bm0_007cf624	/string	/undefined	0	0	0		0
007CEDC0	PTR_s_expl_bbt0_007cedc0	pointer:/undefined	007AD564	string_pointer	s_expl_bbt0_007ad564	/string	/undefined	0	0	0		0
007CF6D0	PTR_s_pics_g_007cf6d0	pointer:/undefined	007CE674	string_pointer	s_pics_g_007ce674	/string	/undefined	0	0	0		0
007D0164	PTR_s_light01_007d0164	pointer:/undefined	007D01A4	string_pointer	s_light01_007d01a4	/string	/undefined	0	0	0		0
007D02C4	PTR_DAT_007d02c4	pointer:/undefined	007D06A8	initialized_data_pointer	DAT_007d06a8		/undefined	0	0	0		0
007D02D4	PTR_s_mine0_007d02d4	pointer:/undefined	007D0688	string_pointer	s_mine0_007d0688	/string	/undefined	0	0	0		0
007D0354	PTR_s_expdeep_007d0354	pointer:/undefined	007D05A4	string_pointer	s_expdeep_007d05a4	/string	/undefined	0	0	0		0
007D0364	PTR_DAT_007d0364	pointer:/undefined	007D0588	initialized_data_pointer	DAT_007d0588	/undefined1	/undefined	0	0	0		0
007D0374	PTR_DAT_007d0374	pointer:/undefined	007D0570	initialized_data_pointer	DAT_007d0570	/undefined1	/undefined	0	0	0		0
007D0718	PTR_s_particle0_007d0718	pointer:/undefined	007D1348	string_pointer	s_particle0_007d1348	/string	/undefined	0	0	0		0
007D0758	PTR_s_particle01_007d0758	pointer:/undefined	007D126C	string_pointer	s_particle01_007d126c	/string	/undefined	0	0	0		0
007D0798	PTR_s_partdw01_007d0798	pointer:/undefined	007D1170	string_pointer	s_partdw01_007d1170	/string	/undefined	0	0	0		0
007D07D8	PTR_s_part_w0_007d07d8	pointer:/undefined	007D114C	string_pointer	s_part_w0_007d114c	/string	/undefined	0	0	0		0
007D0800	PTR_s_part_g0_007d0800	pointer:/undefined	007D10D4	string_pointer	s_part_g0_007d10d4	/string	/undefined	0	0	0		0
007D0828	PTR_s_gr2part0_007d0828	pointer:/undefined	007D105C	string_pointer	s_gr2part0_007d105c	/string	/undefined	0	0	0		0
007D0870	PTR_s_gr1part0_007d0870	pointer:/undefined	007D0F84	string_pointer	s_gr1part0_007d0f84	/string	/undefined	0	0	0		0
007D08BC	PTR_s_rubb3_007d08bc	/pointer	007D0EB0	string_pointer	s_rubb3_007d0eb0	/string		0	0	0		0
007D08C4	PTR_s_partsi01_007d08c4	pointer:/undefined	007D0EA4	string_pointer	s_partsi01_007d0ea4	/string	/undefined	0	0	0		0
007D0924	PTR_s_part_s0_007d0924	pointer:/undefined	007D0E80	string_pointer	s_part_s0_007d0e80	/string	/undefined	0	0	0		0
007D0984	PTR_s_grsi0_007d0984	pointer:/undefined	007D0E0C	string_pointer	s_grsi0_007d0e0c	/string	/undefined	0	0	0		0
007D09D8	PTR_s_stoun0_007d09d8	pointer:/undefined	007D0DC4	string_pointer	s_stoun0_007d0dc4	/string	/undefined	0	0	0		0
007D0C40	PTR_s_expl_sb0_007d0c40	/pointer	007D0D70	string_pointer	s_expl_sb0_007d0d70	/string		0	0	0		0
007D0C44	PTR_s_expl_sb1_007d0c44	/pointer	007D0D64	string_pointer	s_expl_sb1_007d0d64	/string		0	0	0		0
007D1480	PTR_s_rubb_w0_007d1480	pointer:/undefined	007D178C	string_pointer	s_rubb_w0_007d178c	/string	/undefined	0	0	0		0
007D14A8	PTR_s_rubb_g0_007d14a8	pointer:/undefined	007D1714	string_pointer	s_rubb_g0_007d1714	/string	/undefined	0	0	0		0
007D14D0	PTR_s_rubb3_007d14d0	pointer:/undefined	007D0EB0	string_pointer	s_rubb3_007d0eb0	/string	/undefined	0	0	0		0
007D14F8	PTR_s_rubb_gb0_007d14f8	pointer:/undefined	007D169C	string_pointer	s_rubb_gb0_007d169c	/string	/undefined	0	0	0		0
007D1514	PTR_s_rubb_gw0_007d1514	pointer:/undefined	007D1648	string_pointer	s_rubb_gw0_007d1648	/string	/undefined	0	0	0		0
007D1818	PTR_s_ruin_10_007d1818	pointer:/undefined	007D19E4	string_pointer	s_ruin_10_007d19e4	/string	/undefined	0	0	0		0
007D1834	PTR_s_ruin_40_007d1834	pointer:/undefined	007D1990	string_pointer	s_ruin_40_007d1990	/string	/undefined	0	0	0		0
007D1850	PTR_s_ruin_s10_007d1850	pointer:/undefined	007D193C	string_pointer	s_ruin_s10_007d193c	/string	/undefined	0	0	0		0
007D186C	PTR_s_ruin_s40_007d186c	pointer:/undefined	007D18E8	string_pointer	s_ruin_s40_007d18e8	/string	/undefined	0	0	0		0
007D1BB4	PTR_s_pics_g_007d1bb4	pointer:/undefined	007CE674	string_pointer	s_pics_g_007ce674	/string	/undefined	0	0	0		0
007D1BCC	PTR_s_starR_007d1bcc	/pointer	007D1D24	string_pointer	s_starR_007d1d24	/string		0	0	0		0
007D1BD0	PTR_s_starF_007d1bd0	/pointer	007CF848	string_pointer	s_starF_007cf848	/string		0	0	0		0
007D1F68	PTR_s_blast_p_007d1f68	pointer:/undefined	007D2090	string_pointer	s_blast_p_007d2090	/string	/undefined	0	0	0		0
007D2D1C	PTR_thunk_FUN_00673160_007d2d1c	/pointer	00402F2C	code_pointer	thunk_FUN_00673160			0	0	0		0
007D3FA8	PTR_thunk_FUN_00680270_007d3fa8	pointer:/undefined	00405DA8	code_pointer	thunk_FUN_00680270		/undefined	0	0	0		0
007D7F70	PTR_DAT_007d7f70	pointer:/undefined	007D62F0	initialized_data_pointer	DAT_007d62f0		/undefined	0	0	0		0
007EC188	PTR_DAT_007ec188	/pointer	007EC1C0	initialized_data_pointer	DAT_007ec1c0			0	0	0		0
007EC18C	PTR_s_Normal_007ec18c	pointer:/undefined	007EC1B8	string_pointer	s_Normal_007ec1b8	/string	/undefined	0	0	0		0
