convention_apply	receiver_type_apply	address	expected_name	expected_name_source	expected_signature	expected_signature_source	expected_calling_convention	proposed_calling_convention	receiver_type_name	receiver_type_path	observed_size	vtable_slots	calls	ecx_pointer_setup	ecx_scalar_setup	ecx_live_prior	caller_cleanup_calls	expected_stack_bytes	confidence	reason
0	0	004D7D30	FUN_004d7d30	DEFAULT	undefined4 __stdcall FUN_004d7d30(char param_1, int param_2, int param_3, int param_4)	ANALYSIS	__stdcall	__thiscall	AnonReceiver_00405687	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00405687	22615	0x0,0x4,0x8,0xC,0x10,0x14,0x18,0x1C,0x20,0x24,0x28,0x2C,0x6C,0x78,0x7C,0x90,0xAC,0xC4,0xC8,0xCC,0xD8,0xE8,0xF8,0x100,0x104,0x124	4	4	0	0	0	16	medium	incoming_receiver_captures=1; receiver_accesses=0; incoming_edx_uses=0; calls=4; ecx_pointer_setup=4; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[16]; expected_stack=16
0	0	004D7E50	FUN_004d7e50	DEFAULT	undefined4 __stdcall FUN_004d7e50(char param_1, int param_2, int param_3, int param_4)	ANALYSIS	__stdcall	__thiscall	AnonReceiver_00405687	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00405687	22615	0x0,0x4,0x8,0xC,0x10,0x14,0x18,0x1C,0x20,0x24,0x28,0x2C,0x6C,0x78,0x7C,0x90,0xAC,0xC4,0xC8,0xCC,0xD8,0xE8,0xF8,0x100,0x104,0x124	5	5	0	0	0	16	medium	incoming_receiver_captures=1; receiver_accesses=0; incoming_edx_uses=0; calls=5; ecx_pointer_setup=5; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[16]; expected_stack=16
0	0	004D7F70	FUN_004d7f70	DEFAULT	undefined4 __stdcall FUN_004d7f70(char param_1, int param_2, int param_3, int param_4)	ANALYSIS	__stdcall	__thiscall	AnonReceiver_00405687	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00405687	22615	0x0,0x4,0x8,0xC,0x10,0x14,0x18,0x1C,0x20,0x24,0x28,0x2C,0x6C,0x78,0x7C,0x90,0xAC,0xC4,0xC8,0xCC,0xD8,0xE8,0xF8,0x100,0x104,0x124	2	2	0	0	0	16	medium	incoming_receiver_captures=1; receiver_accesses=0; incoming_edx_uses=0; calls=2; ecx_pointer_setup=2; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[16]; expected_stack=16
0	0	004D8B70	FUN_004d8b70	DEFAULT	undefined4 __stdcall FUN_004d8b70(char param_1)	ANALYSIS	__stdcall	__thiscall	AnonReceiver_00405687	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00405687	22615	0x0,0x4,0x8,0xC,0x10,0x14,0x18,0x1C,0x20,0x24,0x28,0x2C,0x6C,0x78,0x7C,0x90,0xAC,0xC4,0xC8,0xCC,0xD8,0xE8,0xF8,0x100,0x104,0x124	48	46	0	0	0	4	medium	incoming_receiver_captures=1; receiver_accesses=0; incoming_edx_uses=0; calls=48; ecx_pointer_setup=46; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[4]; expected_stack=4
0	0	004D96B0	FUN_004d96b0	DEFAULT	undefined4 __stdcall FUN_004d96b0(void)	ANALYSIS	__stdcall	__thiscall	AnonReceiver_00405687	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00405687	22615	0x0,0x4,0x8,0xC,0x10,0x14,0x18,0x1C,0x20,0x24,0x28,0x2C,0x6C,0x78,0x7C,0x90,0xAC,0xC4,0xC8,0xCC,0xD8,0xE8,0xF8,0x100,0x104,0x124	1	1	0	0	0	0	medium	incoming_receiver_captures=1; receiver_accesses=0; incoming_edx_uses=0; calls=1; ecx_pointer_setup=1; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[0]; expected_stack=0
0	0	004E5990	FUN_004e5990	DEFAULT	int __stdcall FUN_004e5990(int param_1, uint param_2, int param_3)	ANALYSIS	__stdcall	__thiscall	AnonReceiver_00405687	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00405687	22615	0x0,0x4,0x8,0xC,0x10,0x14,0x18,0x1C,0x20,0x24,0x28,0x2C,0x6C,0x78,0x7C,0x90,0xAC,0xC4,0xC8,0xCC,0xD8,0xE8,0xF8,0x100,0x104,0x124	1	1	0	0	0	12	medium	incoming_receiver_captures=1; receiver_accesses=0; incoming_edx_uses=0; calls=1; ecx_pointer_setup=1; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[12]; expected_stack=12
0	0	004E5CC0	FUN_004e5cc0	DEFAULT	int __stdcall FUN_004e5cc0(int param_1, uint param_2, int param_3)	ANALYSIS	__stdcall	__thiscall	AnonReceiver_00405687	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00405687	22615	0x0,0x4,0x8,0xC,0x10,0x14,0x18,0x1C,0x20,0x24,0x28,0x2C,0x6C,0x78,0x7C,0x90,0xAC,0xC4,0xC8,0xCC,0xD8,0xE8,0xF8,0x100,0x104,0x124	3	3	0	0	0	12	medium	incoming_receiver_captures=1; receiver_accesses=0; incoming_edx_uses=0; calls=3; ecx_pointer_setup=3; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[12]; expected_stack=12
0	0	004E5E30	FUN_004e5e30	DEFAULT	int __stdcall FUN_004e5e30(int param_1, uint * param_2)	ANALYSIS	__stdcall	__thiscall	AnonReceiver_00405687	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00405687	22615	0x0,0x4,0x8,0xC,0x10,0x14,0x18,0x1C,0x20,0x24,0x28,0x2C,0x6C,0x78,0x7C,0x90,0xAC,0xC4,0xC8,0xCC,0xD8,0xE8,0xF8,0x100,0x104,0x124	0	0	0	0	0	8	review	incoming_receiver_captures=1; receiver_accesses=0; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[8]; expected_stack=8
0	0	004E6310	FUN_004e6310	DEFAULT	undefined __stdcall FUN_004e6310(int param_1, uint param_2, uint param_3)	ANALYSIS	__stdcall	__thiscall	AnonReceiver_00405687	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00405687	22615	0x0,0x4,0x8,0xC,0x10,0x14,0x18,0x1C,0x20,0x24,0x28,0x2C,0x6C,0x78,0x7C,0x90,0xAC,0xC4,0xC8,0xCC,0xD8,0xE8,0xF8,0x100,0x104,0x124	5	4	0	0	0	12	medium	incoming_receiver_captures=1; receiver_accesses=0; incoming_edx_uses=0; calls=5; ecx_pointer_setup=4; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[12]; expected_stack=12
0	0	004E6680	FUN_004e6680	DEFAULT	undefined __stdcall FUN_004e6680(int param_1)	ANALYSIS	__stdcall	__thiscall	AnonReceiver_00405687	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00405687	22615	0x0,0x4,0x8,0xC,0x10,0x14,0x18,0x1C,0x20,0x24,0x28,0x2C,0x6C,0x78,0x7C,0x90,0xAC,0xC4,0xC8,0xCC,0xD8,0xE8,0xF8,0x100,0x104,0x124	1	1	0	0	0	4	medium	incoming_receiver_captures=1; receiver_accesses=0; incoming_edx_uses=0; calls=1; ecx_pointer_setup=1; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[4]; expected_stack=4
0	0	004E68A0	FUN_004e68a0	DEFAULT	undefined __stdcall FUN_004e68a0(int param_1, undefined1 * param_2, uint param_3, undefined4 * param_4)	ANALYSIS	__stdcall	__thiscall	AnonReceiver_00405687	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00405687	22615	0x0,0x4,0x8,0xC,0x10,0x14,0x18,0x1C,0x20,0x24,0x28,0x2C,0x6C,0x78,0x7C,0x90,0xAC,0xC4,0xC8,0xCC,0xD8,0xE8,0xF8,0x100,0x104,0x124	2	2	0	0	0	16	medium	incoming_receiver_captures=1; receiver_accesses=0; incoming_edx_uses=0; calls=2; ecx_pointer_setup=2; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[16]; expected_stack=16
0	0	004E6A80	FUN_004e6a80	DEFAULT	int __stdcall FUN_004e6a80(int param_1, int param_2)	ANALYSIS	__stdcall	__thiscall	AnonReceiver_00405687	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00405687	22615	0x0,0x4,0x8,0xC,0x10,0x14,0x18,0x1C,0x20,0x24,0x28,0x2C,0x6C,0x78,0x7C,0x90,0xAC,0xC4,0xC8,0xCC,0xD8,0xE8,0xF8,0x100,0x104,0x124	9	4	0	0	0	8	medium	incoming_receiver_captures=1; receiver_accesses=0; incoming_edx_uses=0; calls=9; ecx_pointer_setup=4; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[8]; expected_stack=8
0	0	004E6B40	FUN_004e6b40	DEFAULT	undefined __stdcall FUN_004e6b40(int param_1, int param_2, uint * param_3)	ANALYSIS	__stdcall	__thiscall	AnonReceiver_00405687	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00405687	22615	0x0,0x4,0x8,0xC,0x10,0x14,0x18,0x1C,0x20,0x24,0x28,0x2C,0x6C,0x78,0x7C,0x90,0xAC,0xC4,0xC8,0xCC,0xD8,0xE8,0xF8,0x100,0x104,0x124	1	1	0	0	0	12	medium	incoming_receiver_captures=1; receiver_accesses=0; incoming_edx_uses=0; calls=1; ecx_pointer_setup=1; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[12]; expected_stack=12
0	0	004E6C20	FUN_004e6c20	DEFAULT	int __stdcall FUN_004e6c20(int param_1, int param_2)	ANALYSIS	__stdcall	__thiscall	AnonReceiver_00405687	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00405687	22615	0x0,0x4,0x8,0xC,0x10,0x14,0x18,0x1C,0x20,0x24,0x28,0x2C,0x6C,0x78,0x7C,0x90,0xAC,0xC4,0xC8,0xCC,0xD8,0xE8,0xF8,0x100,0x104,0x124	8	3	0	0	0	8	medium	incoming_receiver_captures=1; receiver_accesses=0; incoming_edx_uses=0; calls=8; ecx_pointer_setup=3; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[8]; expected_stack=8
0	0	004E6F00	FUN_004e6f00	DEFAULT	int __stdcall FUN_004e6f00(int param_1)	ANALYSIS	__stdcall	__thiscall	AnonReceiver_00405687	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00405687	22615	0x0,0x4,0x8,0xC,0x10,0x14,0x18,0x1C,0x20,0x24,0x28,0x2C,0x6C,0x78,0x7C,0x90,0xAC,0xC4,0xC8,0xCC,0xD8,0xE8,0xF8,0x100,0x104,0x124	1	1	0	0	0	4	medium	incoming_receiver_captures=1; receiver_accesses=0; incoming_edx_uses=0; calls=1; ecx_pointer_setup=1; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[4]; expected_stack=4
0	0	004E6FE0	FUN_004e6fe0	DEFAULT	int __stdcall FUN_004e6fe0(int param_1)	ANALYSIS	__stdcall	__thiscall	AnonReceiver_00405687	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00405687	22615	0x0,0x4,0x8,0xC,0x10,0x14,0x18,0x1C,0x20,0x24,0x28,0x2C,0x6C,0x78,0x7C,0x90,0xAC,0xC4,0xC8,0xCC,0xD8,0xE8,0xF8,0x100,0x104,0x124	3	1	0	0	0	4	medium	incoming_receiver_captures=1; receiver_accesses=0; incoming_edx_uses=0; calls=3; ecx_pointer_setup=1; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[4]; expected_stack=4
0	0	004E70F0	FUN_004e70f0	DEFAULT	undefined __stdcall FUN_004e70f0(int param_1, int param_2, undefined4 * param_3, uint * param_4)	ANALYSIS	__stdcall	__thiscall	AnonReceiver_00405687	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00405687	22615	0x0,0x4,0x8,0xC,0x10,0x14,0x18,0x1C,0x20,0x24,0x28,0x2C,0x6C,0x78,0x7C,0x90,0xAC,0xC4,0xC8,0xCC,0xD8,0xE8,0xF8,0x100,0x104,0x124	0	0	0	0	0	16	review	incoming_receiver_captures=1; receiver_accesses=0; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[16]; expected_stack=16
0	0	004E7230	FUN_004e7230	DEFAULT	undefined __stdcall FUN_004e7230(int param_1, int param_2, undefined4 * param_3, undefined4 * param_4)	ANALYSIS	__stdcall	__thiscall	AnonReceiver_00405687	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00405687	22615	0x0,0x4,0x8,0xC,0x10,0x14,0x18,0x1C,0x20,0x24,0x28,0x2C,0x6C,0x78,0x7C,0x90,0xAC,0xC4,0xC8,0xCC,0xD8,0xE8,0xF8,0x100,0x104,0x124	1	1	0	0	0	16	medium	incoming_receiver_captures=1; receiver_accesses=0; incoming_edx_uses=0; calls=1; ecx_pointer_setup=1; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[16]; expected_stack=16
0	0	004E7390	FUN_004e7390	DEFAULT	undefined __stdcall FUN_004e7390(int param_1, uint param_2, uint param_3, int param_4)	ANALYSIS	__stdcall	__thiscall	AnonReceiver_00405687	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00405687	22615	0x0,0x4,0x8,0xC,0x10,0x14,0x18,0x1C,0x20,0x24,0x28,0x2C,0x6C,0x78,0x7C,0x90,0xAC,0xC4,0xC8,0xCC,0xD8,0xE8,0xF8,0x100,0x104,0x124	1	1	0	0	0	16	medium	incoming_receiver_captures=1; receiver_accesses=0; incoming_edx_uses=0; calls=1; ecx_pointer_setup=1; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[16]; expected_stack=16
0	0	004E76E0	FUN_004e76e0	DEFAULT	undefined4 __stdcall FUN_004e76e0(int param_1, uint * param_2, undefined1 param_3)	ANALYSIS	__stdcall	__thiscall	AnonReceiver_00405687	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00405687	22615	0x0,0x4,0x8,0xC,0x10,0x14,0x18,0x1C,0x20,0x24,0x28,0x2C,0x6C,0x78,0x7C,0x90,0xAC,0xC4,0xC8,0xCC,0xD8,0xE8,0xF8,0x100,0x104,0x124	2	2	0	0	0	12	medium	incoming_receiver_captures=1; receiver_accesses=0; incoming_edx_uses=0; calls=2; ecx_pointer_setup=2; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[12]; expected_stack=12
0	0	004E7980	FUN_004e7980	DEFAULT	undefined4 __stdcall FUN_004e7980(uint * param_1, int param_2, undefined1 param_3)	ANALYSIS	__stdcall	__thiscall	AnonReceiver_00405687	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00405687	22615	0x0,0x4,0x8,0xC,0x10,0x14,0x18,0x1C,0x20,0x24,0x28,0x2C,0x6C,0x78,0x7C,0x90,0xAC,0xC4,0xC8,0xCC,0xD8,0xE8,0xF8,0x100,0x104,0x124	2	2	0	0	0	12	medium	incoming_receiver_captures=1; receiver_accesses=0; incoming_edx_uses=0; calls=2; ecx_pointer_setup=2; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[12]; expected_stack=12
0	0	004E7D70	FUN_004e7d70	DEFAULT	undefined4 __stdcall FUN_004e7d70(int param_1)	ANALYSIS	__stdcall	__thiscall	AnonReceiver_00405687	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00405687	22615	0x0,0x4,0x8,0xC,0x10,0x14,0x18,0x1C,0x20,0x24,0x28,0x2C,0x6C,0x78,0x7C,0x90,0xAC,0xC4,0xC8,0xCC,0xD8,0xE8,0xF8,0x100,0x104,0x124	2	1	0	0	0	4	medium	incoming_receiver_captures=1; receiver_accesses=0; incoming_edx_uses=0; calls=2; ecx_pointer_setup=1; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[4]; expected_stack=4
0	0	004E7E10	FUN_004e7e10	DEFAULT	undefined4 __stdcall FUN_004e7e10(uint * param_1)	ANALYSIS	__stdcall	__thiscall	AnonReceiver_00405687	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00405687	22615	0x0,0x4,0x8,0xC,0x10,0x14,0x18,0x1C,0x20,0x24,0x28,0x2C,0x6C,0x78,0x7C,0x90,0xAC,0xC4,0xC8,0xCC,0xD8,0xE8,0xF8,0x100,0x104,0x124	1	1	0	0	0	4	medium	incoming_receiver_captures=1; receiver_accesses=0; incoming_edx_uses=0; calls=1; ecx_pointer_setup=1; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[4]; expected_stack=4
0	0	00512BE0	FUN_00512be0	DEFAULT	undefined __stdcall FUN_00512be0(int param_1)	ANALYSIS	__stdcall	__thiscall	AnonReceiver_00405687	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00405687	22615	0x0,0x4,0x8,0xC,0x10,0x14,0x18,0x1C,0x20,0x24,0x28,0x2C,0x6C,0x78,0x7C,0x90,0xAC,0xC4,0xC8,0xCC,0xD8,0xE8,0xF8,0x100,0x104,0x124	1	1	0	0	0	4	medium	incoming_receiver_captures=1; receiver_accesses=22; incoming_edx_uses=0; calls=1; ecx_pointer_setup=1; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[4]; expected_stack=4
0	0	00522810	FUN_00522810	DEFAULT	undefined __stdcall FUN_00522810(char * param_1)	ANALYSIS	__stdcall	__thiscall	AnonReceiver_00521CF0	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00521CF0	421		2	0	0	0	0	4	review	incoming_receiver_captures=1; receiver_accesses=0; incoming_edx_uses=0; calls=2; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[4]; expected_stack=4
0	0	005335E0	FUN_005335e0	DEFAULT	undefined __stdcall FUN_005335e0(void)	ANALYSIS	__stdcall	__thiscall	AnonReceiver_005335E0	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_005335E0	56	0x0	1	1	0	0	0	0	medium	incoming_receiver_captures=1; receiver_accesses=3; incoming_edx_uses=0; calls=1; ecx_pointer_setup=1; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[0]; expected_stack=0
1	1	0054A9B0	FUN_0054a9b0	DEFAULT	undefined __stdcall FUN_0054a9b0(float param_1, float param_2, float param_3)	ANALYSIS	__stdcall	__thiscall	AnonReceiver_00548C40	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00548C40	1275		16	16	0	0	0	12	high	incoming_receiver_captures=1; receiver_accesses=18; incoming_edx_uses=0; calls=16; ecx_pointer_setup=16; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[12]; expected_stack=12
0	0	0054CDD0	FUN_0054cdd0	DEFAULT	int __stdcall FUN_0054cdd0(undefined4 * param_1, int param_2, undefined4 * param_3, int * param_4, int * param_5, undefined4 param_6)	ANALYSIS	__stdcall	__thiscall	AnonReceiver_0054CBB0	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_0054CBB0	4	0x8	1	1	0	0	0	24	medium	incoming_receiver_captures=1; receiver_accesses=0; incoming_edx_uses=0; calls=1; ecx_pointer_setup=1; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[24]; expected_stack=24
0	0	0055C550	FUN_0055c550	DEFAULT	undefined FUN_0055c550(void)	DEFAULT	unknown	__thiscall	AnonReceiver_0055C550	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_0055C550	31		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=2; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[4]; expected_stack=0; stack_discipline_mismatch
0	0	00566600	FUN_00566600	DEFAULT	int __stdcall FUN_00566600(int param_1)	ANALYSIS	__stdcall	__thiscall	AnonReceiver_00405687	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00405687	22615	0x0,0x4,0x8,0xC,0x10,0x14,0x18,0x1C,0x20,0x24,0x28,0x2C,0x6C,0x78,0x7C,0x90,0xAC,0xC4,0xC8,0xCC,0xD8,0xE8,0xF8,0x100,0x104,0x124	3	0	0	0	0	4	review	incoming_receiver_captures=1; receiver_accesses=13; incoming_edx_uses=0; calls=3; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[4]; expected_stack=4
0	0	0056A820	FUN_0056a820	DEFAULT	undefined FUN_0056a820(void)	DEFAULT	unknown	__thiscall	AnonReceiver_0056A820	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_0056A820	4		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=1; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[]; expected_stack=0; stack_discipline_mismatch
1	1	00573260	FUN_00573260	DEFAULT	undefined __stdcall FUN_00573260(void)	ANALYSIS	__stdcall	__thiscall	AnonReceiver_00571CD0	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00571CD0	3567		3	3	0	0	0	0	high	incoming_receiver_captures=1; receiver_accesses=12; incoming_edx_uses=0; calls=3; ecx_pointer_setup=3; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[0]; expected_stack=0
0	0	0057A2A0	FUN_0057a2a0	DEFAULT	undefined FUN_0057a2a0(void)	DEFAULT	unknown	__thiscall	AnonReceiver_0057A2A0	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_0057A2A0	637		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=1; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[0]; expected_stack=0
0	0	0057DFB0	FUN_0057dfb0	DEFAULT	undefined FUN_0057dfb0(void)	DEFAULT	unknown	__thiscall	AnonReceiver_0057DFB0	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_0057DFB0	619		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=1; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[0]; expected_stack=0
0	0	005808E0	FUN_005808e0	DEFAULT	undefined FUN_005808e0(void)	DEFAULT	unknown	__thiscall	AnonReceiver_005808E0	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_005808E0	609		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=2; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[0]; expected_stack=0
0	0	00580F20	FUN_00580f20	DEFAULT	undefined FUN_00580f20(void)	DEFAULT	unknown	__thiscall	AnonReceiver_00580F20	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00580F20	609		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=1; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[0]; expected_stack=0
0	0	00580F50	FUN_00580f50	DEFAULT	undefined __stdcall FUN_00580f50(void)	ANALYSIS	__stdcall	__thiscall	AnonReceiver_00580F50	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00580F50	4		1	1	0	0	0	0	medium	incoming_receiver_captures=1; receiver_accesses=0; incoming_edx_uses=0; calls=1; ecx_pointer_setup=1; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[0]; expected_stack=0
