apply	name	value_hex	value_decimal	function_address	function	confidence	reason	strings
1	MESS_SHARED_010F	0x10F	271	00430A90	STAllPlayersC::GetMessage	high	existing_enum_catalog_value	handlers: 00430A90 STAllPlayersC::GetMessage | 0044EE30 STBoatC::GetMessage | 00497E00 STGroupBoatC::GetMessage | 004A8920 OpticClassC::GetMessage | 004B9FA0 TLOBaseTy::GetMessage | 004D0B90 TLOFakeTy::GetMessage | 004D55B0 TLOEmbryoTy::GetMessage | 005564C0 TraksClassTy::GetMessage | 00558840 VisibleClassTy::GetMessage | 00575CB0 STAlgaC::GetMessage | 00578630 STCrabC::GetMessage | 0057BF60 STFishC::GetMessage | 0057E0A0 STDcResourcC::GetMessage | 00581BF0 STJellyManC::GetMessage | 00583270 STJellyGunC::GetMessage | 005859A0 STLBombC::GetMessage | 00588BC0 STMBombC::GetMessage | 00589C10 STOctopusC::GetMessage | 0058C760 STSatC::GetMessage | 0058D7C0 STSharkC::GetMessage | 005EAF10 STArtiafactC::GetMessage | 005F10D0 STManBasisC::GetMessage | 005F27C0 STBHEShellC::GetMessage | 005F5F20 STColl3C::GetMessage | 005FB640 STContainerC::GetMessage | 00601F80 STDestC::GetMessage | 00603740 STExplosion::GetMessage | 00617640 JumpManagC::GetMessage | 00618C00 STJumpMineC::GetMessage | 0061D190 STLightC::GetMessage | 00621B50 STMineSetC::GetMessage | 00627EB0 STParticleC::GetMessage | 0062CCA0 STManRub3C::GetMessage | 0062E740 STRubbishC::GetMessage | 00630430 STManRuinC::GetMessage | 006406D0 STTorpC::GetMessage | 006461E0 STVolcanoC::GetMessage | 00648030 AiBossClassTy::GetMessage | 00667D90 AiFltClassTy::GetMessage | 0067C7E0 AiPlrClassTy::GetMessage | 00690B90 AiTactClassTy::GetMessage
1	MESS_SHARED_0121	0x121	289	0044EE30	STBoatC::GetMessage	high	existing_enum_catalog_value	handlers: 0044EE30 STBoatC::GetMessage | 004B9FA0 TLOBaseTy::GetMessage
1	MESS_SHARED_0122	0x122	290	0044EE30	STBoatC::GetMessage	high	existing_enum_catalog_value	handlers: 0044EE30 STBoatC::GetMessage | 004B9FA0 TLOBaseTy::GetMessage | 004D55B0 TLOEmbryoTy::GetMessage
1	MESS_SHARED_0129	0x129	297	0044EE30	STBoatC::GetMessage	high	existing_enum_catalog_value	handlers: 0044EE30 STBoatC::GetMessage | 005EAF10 STArtiafactC::GetMessage | 005FB640 STContainerC::GetMessage
1	MESS_SHARED_440F	0x440F	17423	0041E530	STSprGameObjC::GetMessage	high	existing_enum_catalog_value	handlers: 0041E530 STSprGameObjC::GetMessage | 004B9FA0 TLOBaseTy::GetMessage | 00578630 STCrabC::GetMessage | 00589C10 STOctopusC::GetMessage
1	MESS_SHARED_5DD5	0x5DD5	24021	00648030	AiBossClassTy::GetMessage	high	existing_enum_catalog_value	handlers: 00648030 AiBossClassTy::GetMessage | 00690B90 AiTactClassTy::GetMessage
1	MESS_SHARED_5DEC	0x5DEC	24044	00648030	AiBossClassTy::GetMessage	high	existing_enum_catalog_value	handlers: 00648030 AiBossClassTy::GetMessage | 0067C7E0 AiPlrClassTy::GetMessage
1	MESS_SHARED_6105	0x6105	24837	005A4350	FSGSTy::GetMessage	high	existing_enum_catalog_value	handlers: 005A4350 FSGSTy::GetMessage | 005B0BA0 ChooseMapTy::GetMessage | 005C8A40 SettMapTy::GetMessage | 005DCE90 StartSystemTy::GetMessage | 005EA680 WaitTy::GetMessage
1	MESS_SHARED_6109	0x6109	24841	005BC5E0	PrividerTy::GetMessage	high	existing_enum_catalog_value	handlers: 005BC5E0 PrividerTy::GetMessage | 005C8A40 SettMapTy::GetMessage | 005DCE90 StartSystemTy::GetMessage
1	MESS_SHARED_610A	0x610A	24842	0056FA60	STAppC::GetMessage	high	existing_enum_catalog_value	handlers: 0056FA60 STAppC::GetMessage | 005B0BA0 ChooseMapTy::GetMessage | 005BC5E0 PrividerTy::GetMessage | 005C8A40 SettMapTy::GetMessage | 005DCE90 StartSystemTy::GetMessage | 005EA680 WaitTy::GetMessage
1	MESS_SHARED_611F	0x611F	24863	0056FA60	STAppC::GetMessage	high	existing_enum_catalog_value	handlers: 0056FA60 STAppC::GetMessage | 005BC5E0 PrividerTy::GetMessage | 005DCE90 StartSystemTy::GetMessage
1	MESS_SHARED_6120	0x6120	24864	005B0BA0	ChooseMapTy::GetMessage	high	existing_enum_catalog_value	handlers: 005B0BA0 ChooseMapTy::GetMessage | 005DCE90 StartSystemTy::GetMessage
1	MESS_SHARED_6121	0x6121	24865	005B0BA0	ChooseMapTy::GetMessage	high	existing_enum_catalog_value	handlers: 005B0BA0 ChooseMapTy::GetMessage | 005BC5E0 PrividerTy::GetMessage | 005EA680 WaitTy::GetMessage
1	MESS_SHARED_6200	0x6200	25088	0051DDD0	HelpPanelTy::GetMessage	high	existing_enum_catalog_value	handlers: 0051DDD0 HelpPanelTy::GetMessage | 0053AFB0 PlayPanelTy::GetMessage | 005C1A90 MReportTy::GetMessage | 005E4570 MTaskTy::GetMessage
1	MESS_SHARED_6326	0x6326	25382	005B0BA0	ChooseMapTy::GetMessage	high	existing_enum_catalog_value	handlers: 005B0BA0 ChooseMapTy::GetMessage | 005D1400 SettMapMTy::GetMessage
1	MESS_SHARED_6332	0x6332	25394	0051DDD0	HelpPanelTy::GetMessage	high	existing_enum_catalog_value	handlers: 0051DDD0 HelpPanelTy::GetMessage | 00533D10 OptPanelTy::GetMessage | 005C8A40 SettMapTy::GetMessage | 005DCE90 StartSystemTy::GetMessage | 005E4570 MTaskTy::GetMessage | 005EA680 WaitTy::GetMessage
1	MESS_SHARED_6334	0x6334	25396	005A4350	FSGSTy::GetMessage	high	existing_enum_catalog_value	handlers: 005A4350 FSGSTy::GetMessage | 005C8A40 SettMapTy::GetMessage | 005E4570 MTaskTy::GetMessage | 005EA680 WaitTy::GetMessage
1	MESS_SHARED_6341	0x6341	25409	005B0BA0	ChooseMapTy::GetMessage	high	existing_enum_catalog_value	handlers: 005B0BA0 ChooseMapTy::GetMessage | 005D1400 SettMapMTy::GetMessage | 005DCE90 StartSystemTy::GetMessage | 005EA680 WaitTy::GetMessage
1	MESS_SHARED_64FF	0x64FF	25855	005BC5E0	PrividerTy::GetMessage	high	existing_enum_catalog_value	handlers: 005BC5E0 PrividerTy::GetMessage | 005C8A40 SettMapTy::GetMessage | 005D1400 SettMapMTy::GetMessage
1	MESS_SHARED_6501	0x6501	25857	005BC5E0	PrividerTy::GetMessage	high	existing_enum_catalog_value	handlers: 005BC5E0 PrividerTy::GetMessage | 005D1400 SettMapMTy::GetMessage | 005D5560 SettMapSTy::GetMessage
1	MESS_SHARED_6504	0x6504	25860	005D1400	SettMapMTy::GetMessage	high	existing_enum_catalog_value	handlers: 005D1400 SettMapMTy::GetMessage | 005D5560 SettMapSTy::GetMessage
1	MESS_SHARED_6900	0x6900	26880	005A4350	FSGSTy::GetMessage	high	existing_enum_catalog_value	handlers: 005A4350 FSGSTy::GetMessage | 005B4BB0 MainMenuTy::GetMessage | 005C1A90 MReportTy::GetMessage | 005D9470 SIDTy::GetMessage
1	MESS_SHARED_6940	0x6940	26944	00593040	CampaignTy::GetMessage	high	existing_enum_catalog_value	handlers: 00593040 CampaignTy::GetMessage | 005B0BA0 ChooseMapTy::GetMessage | 005BC5E0 PrividerTy::GetMessage | 005C1A90 MReportTy::GetMessage | 005DCE90 StartSystemTy::GetMessage | 005EA680 WaitTy::GetMessage
1	MESS_SHARED_6951	0x6951	26961	005B0BA0	ChooseMapTy::GetMessage	high	existing_enum_catalog_value	handlers: 005B0BA0 ChooseMapTy::GetMessage | 005EA680 WaitTy::GetMessage
1	MESS_SHARED_697F	0x697F	27007	00593040	CampaignTy::GetMessage	high	existing_enum_catalog_value	handlers: 00593040 CampaignTy::GetMessage | 005A4350 FSGSTy::GetMessage | 005B4BB0 MainMenuTy::GetMessage | 005B9330 MMsgTy::GetMessage | 005C1A90 MReportTy::GetMessage | 005D9470 SIDTy::GetMessage
1	MESS_SHARED_6980	0x6980	27008	005C1A90	MReportTy::GetMessage	high	existing_enum_catalog_value	handlers: 005C1A90 MReportTy::GetMessage | 005D9470 SIDTy::GetMessage
1	MESS_SHARED_69FF	0x69FF	27135	005B4BB0	MainMenuTy::GetMessage	high	existing_enum_catalog_value	handlers: 005B4BB0 MainMenuTy::GetMessage | 005B9330 MMsgTy::GetMessage | 005D1400 SettMapMTy::GetMessage | 005D5560 SettMapSTy::GetMessage
1	MESS_SHARED_6A7F	0x6A7F	27263	005D1400	SettMapMTy::GetMessage	high	existing_enum_catalog_value	handlers: 005D1400 SettMapMTy::GetMessage | 005D5560 SettMapSTy::GetMessage
1	MESS_SHARED_6AFF	0x6AFF	27391	005D1400	SettMapMTy::GetMessage	high	existing_enum_catalog_value	handlers: 005D1400 SettMapMTy::GetMessage | 005D5560 SettMapSTy::GetMessage
1	MESS_SHARED_8160	0x8160	33120	0051DDD0	HelpPanelTy::GetMessage	high	existing_enum_catalog_value	handlers: 0051DDD0 HelpPanelTy::GetMessage | 00533D10 OptPanelTy::GetMessage | 005A4350 FSGSTy::GetMessage | 005BC5E0 PrividerTy::GetMessage | 005D9470 SIDTy::GetMessage
1	MESS_SHARED_8166	0x8166	33126	0051DDD0	HelpPanelTy::GetMessage	high	existing_enum_catalog_value	handlers: 0051DDD0 HelpPanelTy::GetMessage | 005A4350 FSGSTy::GetMessage | 005B0BA0 ChooseMapTy::GetMessage | 005BC5E0 PrividerTy::GetMessage | 005D9470 SIDTy::GetMessage
1	MESS_SHARED_B1FF	0xB1FF	45567	004EE4D0	BehPanelTy::GetMessage	high	existing_enum_catalog_value	handlers: 004EE4D0 BehPanelTy::GetMessage | 005522A0 TradePanelTy::GetMessage
1	MESS_SHARED_B201	0xB201	45569	004EF6D0	BldBoatPanelTy::GetMessage	high	existing_enum_catalog_value	handlers: 004EF6D0 BldBoatPanelTy::GetMessage | 005522A0 TradePanelTy::GetMessage
1	MESS_SHARED_B202	0xB202	45570	004EF6D0	BldBoatPanelTy::GetMessage	high	existing_enum_catalog_value	handlers: 004EF6D0 BldBoatPanelTy::GetMessage | 005522A0 TradePanelTy::GetMessage
1	MESS_SHARED_BFFF	0xBFFF	49151	0051DDD0	HelpPanelTy::GetMessage	high	existing_enum_catalog_value	handlers: 0051DDD0 HelpPanelTy::GetMessage | 005397F0 PausePanelTy::GetMessage | 0053AFB0 PlayPanelTy::GetMessage | 0053EB70 SpecPanelTy::GetMessage | 005400F0 ProdPanelTy::GetMessage
1	MESS_SHARED_C000	0xC000	49152	0051DDD0	HelpPanelTy::GetMessage	high	existing_enum_catalog_value	handlers: 0051DDD0 HelpPanelTy::GetMessage | 005397F0 PausePanelTy::GetMessage | 0053AFB0 PlayPanelTy::GetMessage | 0053EB70 SpecPanelTy::GetMessage | 005400F0 ProdPanelTy::GetMessage
1	MESS_SHARED_C005	0xC005	49157	00533D10	OptPanelTy::GetMessage	high	existing_enum_catalog_value	handlers: 00533D10 OptPanelTy::GetMessage | 005400F0 ProdPanelTy::GetMessage | 005522A0 TradePanelTy::GetMessage
1	MESS_SHARED_C09F	0xC09F	49311	004EE4D0	BehPanelTy::GetMessage	high	existing_enum_catalog_value	handlers: 004EE4D0 BehPanelTy::GetMessage | 004F0210 BldLabPanelTy::GetMessage | 005107C0 FrmPanelTy::GetMessage | 00522E80 IntercomPanelTy::GetMessage | 0053CA80 ResearchPanelTy::GetMessage
1	MESS_SHARED_C0A2	0xC0A2	49314	005B0BA0	ChooseMapTy::GetMessage	high	existing_enum_catalog_value	handlers: 005B0BA0 ChooseMapTy::GetMessage | 005D1400 SettMapMTy::GetMessage | 005DCE90 StartSystemTy::GetMessage | 005EA680 WaitTy::GetMessage
1	MESS_SHARED_C0A3	0xC0A3	49315	004F0210	BldLabPanelTy::GetMessage	high	existing_enum_catalog_value	handlers: 004F0210 BldLabPanelTy::GetMessage | 0053CA80 ResearchPanelTy::GetMessage
1	MESS_SHARED_C0B5	0xC0B5	49333	0051DDD0	HelpPanelTy::GetMessage	high	existing_enum_catalog_value	handlers: 0051DDD0 HelpPanelTy::GetMessage | 00533D10 OptPanelTy::GetMessage
1	MESS_SIDTY_6981	0x6981	27009	005D9470	SIDTy::GetMessage	high	existing_enum_catalog_value	handlers: 005D9470 SIDTy::GetMessage
1	MESS_SIDTY_8161	0x8161	33121	00533D10	OptPanelTy::GetMessage	high	existing_enum_catalog_value	handlers: 00533D10 OptPanelTy::GetMessage | 005D9470 SIDTy::GetMessage
1	MESS_SIDTY_8163	0x8163	33123	00533D10	OptPanelTy::GetMessage	high	existing_enum_catalog_value	handlers: 00533D10 OptPanelTy::GetMessage | 005D9470 SIDTy::GetMessage
1	MESS_STAPPC_6122	0x6122	24866	0056FA60	STAppC::GetMessage	high	existing_enum_catalog_value	handlers: 0056FA60 STAppC::GetMessage
1	MESS_STAPPC_6123	0x6123	24867	0056FA60	STAppC::GetMessage	high	existing_enum_catalog_value	handlers: 0056FA60 STAppC::GetMessage
1	MESS_STAPPC_7100	0x7100	28928	0056FA60	STAppC::GetMessage	high	existing_enum_catalog_value	handlers: 0056FA60 STAppC::GetMessage
1	MESS_STAPPC_7101	0x7101	28929	0056FA60	STAppC::GetMessage	high	existing_enum_catalog_value	handlers: 0056FA60 STAppC::GetMessage
1	MESS_STAPPC_7102	0x7102	28930	0056FA60	STAppC::GetMessage	high	existing_enum_catalog_value	handlers: 0056FA60 STAppC::GetMessage
1	MESS_STAPPC_7104	0x7104	28932	0056FA60	STAppC::GetMessage	high	existing_enum_catalog_value	handlers: 0056FA60 STAppC::GetMessage
1	MESS_STARTSYSTEMTY_6102	0x6102	24834	005DCE90	StartSystemTy::GetMessage	high	existing_enum_catalog_value	handlers: 005DCE90 StartSystemTy::GetMessage
1	MESS_STARTSYSTEMTY_6103	0x6103	24835	005DCE90	StartSystemTy::GetMessage	high	existing_enum_catalog_value	handlers: 005DCE90 StartSystemTy::GetMessage
1	MESS_STARTSYSTEMTY_6104	0x6104	24836	0056FA60	STAppC::GetMessage	high	existing_enum_catalog_value	handlers: 0056FA60 STAppC::GetMessage | 005DCE90 StartSystemTy::GetMessage
1	MESS_STARTSYSTEMTY_6124	0x6124	24868	0056FA60	STAppC::GetMessage	high	existing_enum_catalog_value	handlers: 0056FA60 STAppC::GetMessage | 005DCE90 StartSystemTy::GetMessage
1	MESS_STARTSYSTEMTY_633F	0x633F	25407	005DCE90	StartSystemTy::GetMessage	high	existing_enum_catalog_value	handlers: 005DCE90 StartSystemTy::GetMessage
1	MESS_STBOATC_4405	0x4405	17413	0044EE30	STBoatC::GetMessage	high	existing_enum_catalog_value	handlers: 0044EE30 STBoatC::GetMessage
1	MESS_STJELLYMANC_0124	0x124	292	00581BF0	STJellyManC::GetMessage	high	existing_enum_catalog_value	handlers: 00581BF0 STJellyManC::GetMessage
1	MESS_STJELLYMANC_0125	0x125	293	00581BF0	STJellyManC::GetMessage	high	existing_enum_catalog_value	handlers: 00581BF0 STJellyManC::GetMessage
1	MESS_STOCTOPUSC_0112	0x112	274	0041E530	STSprGameObjC::GetMessage	high	existing_enum_catalog_value	handlers: 0041E530 STSprGameObjC::GetMessage | 00583270 STJellyGunC::GetMessage | 005859A0 STLBombC::GetMessage | 00588BC0 STMBombC::GetMessage | 00589C10 STOctopusC::GetMessage | 0058C760 STSatC::GetMessage | 005F27C0 STBHEShellC::GetMessage | 00601F80 STDestC::GetMessage | 00603740 STExplosion::GetMessage | 00618C00 STJumpMineC::GetMessage | 00621B50 STMineSetC::GetMessage | 00627EB0 STParticleC::GetMessage
1	MESS_STOCTOPUSC_0127	0x127	295	00589C10	STOctopusC::GetMessage	high	existing_enum_catalog_value	handlers: 00589C10 STOctopusC::GetMessage
1	MESS_STPLAYSYSTEMC_44FF	0x44FF	17663	0054E4F0	STPlaySystemC::GetMessage	high	existing_enum_catalog_value	handlers: 0054E4F0 STPlaySystemC::GetMessage
1	MESS_STSPRGAMEOBJC_0109	0x109	265	0041E530	STSprGameObjC::GetMessage	high	existing_enum_catalog_value	handlers: 0041E530 STSprGameObjC::GetMessage
1	MESS_STSPRGAMEOBJC_0113	0x113	275	0041E530	STSprGameObjC::GetMessage	high	existing_enum_catalog_value	handlers: 0041E530 STSprGameObjC::GetMessage | 00583270 STJellyGunC::GetMessage | 005859A0 STLBombC::GetMessage | 00588BC0 STMBombC::GetMessage | 00589C10 STOctopusC::GetMessage | 0058C760 STSatC::GetMessage | 005F27C0 STBHEShellC::GetMessage | 00601F80 STDestC::GetMessage | 00603740 STExplosion::GetMessage | 00618C00 STJumpMineC::GetMessage | 00621B50 STMineSetC::GetMessage
1	MESS_STSPRGAMEOBJC_011F	0x11F	287	0041E530	STSprGameObjC::GetMessage	high	existing_enum_catalog_value	handlers: 0041E530 STSprGameObjC::GetMessage
1	MESS_STSPRGAMEOBJC_0120	0x120	288	0041E530	STSprGameObjC::GetMessage	high	existing_enum_catalog_value	handlers: 0041E530 STSprGameObjC::GetMessage
1	MESS_STSPRGAMEOBJC_4403	0x4403	17411	0041E530	STSprGameObjC::GetMessage	high	existing_enum_catalog_value	handlers: 0041E530 STSprGameObjC::GetMessage
1	MESS_STSPRGAMEOBJC_4404	0x4404	17412	0041E530	STSprGameObjC::GetMessage	high	existing_enum_catalog_value	handlers: 0041E530 STSprGameObjC::GetMessage
1	MESS_SYSTEMCLASSTY_000A	0xA	10	006E5F00	SystemClassTy::GetMessage	high	existing_enum_catalog_value	handlers: 006E5F00 SystemClassTy::GetMessage
1	MESS_TABCLASSTY_002D	0x2D	45	00723420	TabClassTy::GetMessage	high	existing_enum_catalog_value	handlers: 00723420 TabClassTy::GetMessage
1	MESS_TLOBASETY_0123	0x123	291	004B9FA0	TLOBaseTy::GetMessage	high	existing_enum_catalog_value	handlers: 004B9FA0 TLOBaseTy::GetMessage
1	MESS_TLOEMBRYOTY_4401	0x4401	17409	004B9FA0	TLOBaseTy::GetMessage	high	existing_enum_catalog_value	handlers: 004B9FA0 TLOBaseTy::GetMessage | 004D55B0 TLOEmbryoTy::GetMessage
1	MESS_TORPHIT	0x110	272	0044EE30	STBoatC::GetMessage	high	existing_enum_value	STBoatC::GetMessage MESS_HITKILL data.lname!=0 ptr=NULL | STBoatC::GetMessage MESS_ID_ALLCREATE data.lname!=0 | STBoatC::GetMessage MESS_ID_ALLCREATE sloi.name | STBoatC::GetMessage MESS_ID_CREATE FLAG_BASE PairObjectAvail()==FALSE | STBoatC::GetMessage MESS_TORPHIT data.lname!=0 ptr=NULL
1	MESS_TRACKBARCLASSTY_0028	0x28	40	00725020	TrackbarClassTy::GetMessage	high	existing_enum_catalog_value	handlers: 00725020 TrackbarClassTy::GetMessage
1	MESS_TRACKBARCLASSTY_0062	0x62	98	00725020	TrackbarClassTy::GetMessage	high	existing_enum_catalog_value	handlers: 00725020 TrackbarClassTy::GetMessage
1	MESS_TRADEPANELTY_B20A	0xB20A	45578	005522A0	TradePanelTy::GetMessage	high	existing_enum_catalog_value	handlers: 005522A0 TradePanelTy::GetMessage
1	MESS_TRADEPANELTY_B20B	0xB20B	45579	005522A0	TradePanelTy::GetMessage	high	existing_enum_catalog_value	handlers: 005522A0 TradePanelTy::GetMessage
1	MESS_TRADEPANELTY_B20C	0xB20C	45580	005522A0	TradePanelTy::GetMessage	high	existing_enum_catalog_value	handlers: 005522A0 TradePanelTy::GetMessage
1	MESS_WAITTY_6333	0x6333	25395	005A4350	FSGSTy::GetMessage	high	existing_enum_catalog_value	handlers: 005A4350 FSGSTy::GetMessage | 005C8A40 SettMapTy::GetMessage | 005E4570 MTaskTy::GetMessage | 005EA680 WaitTy::GetMessage
1	MESS_WAITTY_6335	0x6335	25397	005A4350	FSGSTy::GetMessage	high	existing_enum_catalog_value	handlers: 005A4350 FSGSTy::GetMessage | 005B0BA0 ChooseMapTy::GetMessage | 005C8A40 SettMapTy::GetMessage | 005DCE90 StartSystemTy::GetMessage | 005EA680 WaitTy::GetMessage
1	MESS_WAITTY_6943	0x6943	26947	005EA680	WaitTy::GetMessage	high	existing_enum_catalog_value	handlers: 005EA680 WaitTy::GetMessage
1	MESS_WAITTY_694D	0x694D	26957	005EA680	WaitTy::GetMessage	high	existing_enum_catalog_value	handlers: 005EA680 WaitTy::GetMessage
