left_table	left_owner	right_table	right_owner	compared_slots	shared_slots	shared_ratio	differing_offsets
0079BBB8	STOctopusC	0079BE80	STSharkC	73	69	0.945	0x0 | 0x2C | 0xDC | 0xE0
0079BBB8	STOctopusC	0079C3EC	STSprGameObjC	73	47	0.644	0x0 | 0xC | 0x28 | 0x2C | 0x30 | 0x34 | 0x58 | 0x5C | 0x78 | 0x7C | 0x9C | 0xA0 | 0xA4 | 0xA8 | 0xAC | 0xB0 | 0xB4 | 0xB8 | 0xBC | 0xDC | 0xE0 | 0xEC | 0xF0 | 0xF8 | 0x114 | 0x118
0079BBB8	STOctopusC	0079C5AC	STColl3C	73	65	0.890	0x0 | 0x2C | 0x78 | 0x7C | 0xDC | 0xE0 | 0xEC | 0xF8
0079BBB8	STOctopusC	0079C8A0	STGameObjC	53	50	0.943	0x0 | 0x8 | 0x2C
0079BBB8	STOctopusC	0079C9B0	STDestC	73	65	0.890	0x0 | 0x2C | 0x30 | 0x34 | 0x70 | 0x74 | 0xDC | 0xE0
0079BBB8	STOctopusC	0079CB14	STExplosion	53	50	0.943	0x0 | 0x8 | 0x2C
0079BBB8	STOctopusC	0079CC28	STGameObjC	53	50	0.943	0x0 | 0x8 | 0x2C
0079BBB8	STOctopusC	0079CD94	STGameObjC	53	50	0.943	0x0 | 0x8 | 0x2C
0079BBB8	STOctopusC	0079CEFC	STMineSetC	73	56	0.767	0x0 | 0x2C | 0x30 | 0x34 | 0x58 | 0x5C | 0x64 | 0x6C | 0x70 | 0x74 | 0x7C | 0xDC | 0xE0 | 0xEC | 0xF0 | 0xF4 | 0xF8
0079BBB8	STOctopusC	0079D098	STRubbishC	53	50	0.943	0x0 | 0x8 | 0x2C
0079BBB8	STOctopusC	0079D1D8	STGameObjC	73	69	0.945	0x0 | 0x2C | 0xDC | 0xE0
0079BBB8	STOctopusC	0079D33C	STGameObjC	73	69	0.945	0x0 | 0x2C | 0xDC | 0xE0
0079BD1C	STSatC	0079BE80	STSharkC	73	69	0.945	0x0 | 0x2C | 0xDC | 0xE0
0079BD1C	STSatC	0079C3EC	STSprGameObjC	73	47	0.644	0x0 | 0xC | 0x28 | 0x2C | 0x30 | 0x34 | 0x58 | 0x5C | 0x78 | 0x7C | 0x9C | 0xA0 | 0xA4 | 0xA8 | 0xAC | 0xB0 | 0xB4 | 0xB8 | 0xBC | 0xDC | 0xE0 | 0xEC | 0xF0 | 0xF8 | 0x114 | 0x118
0079BD1C	STSatC	0079C5AC	STColl3C	73	65	0.890	0x0 | 0x2C | 0x78 | 0x7C | 0xDC | 0xE0 | 0xEC | 0xF8
0079BD1C	STSatC	0079C8A0	STGameObjC	53	50	0.943	0x0 | 0x8 | 0x2C
0079BD1C	STSatC	0079C9B0	STDestC	73	67	0.918	0x0 | 0x2C | 0x30 | 0x34 | 0x70 | 0x74
0079BD1C	STSatC	0079CB14	STExplosion	53	50	0.943	0x0 | 0x8 | 0x2C
0079BD1C	STSatC	0079CC28	STGameObjC	53	50	0.943	0x0 | 0x8 | 0x2C
0079BD1C	STSatC	0079CD94	STGameObjC	53	50	0.943	0x0 | 0x8 | 0x2C
0079BD1C	STSatC	0079CEFC	STMineSetC	73	56	0.767	0x0 | 0x2C | 0x30 | 0x34 | 0x58 | 0x5C | 0x64 | 0x6C | 0x70 | 0x74 | 0x7C | 0xDC | 0xE0 | 0xEC | 0xF0 | 0xF4 | 0xF8
0079BD1C	STSatC	0079D098	STRubbishC	53	50	0.943	0x0 | 0x8 | 0x2C
0079BD1C	STSatC	0079D1D8	STGameObjC	73	71	0.973	0x0 | 0x2C
0079BD1C	STSatC	0079D33C	STGameObjC	73	71	0.973	0x0 | 0x2C
0079BE80	STSharkC	0079C3EC	STSprGameObjC	73	47	0.644	0x0 | 0xC | 0x28 | 0x2C | 0x30 | 0x34 | 0x58 | 0x5C | 0x78 | 0x7C | 0x9C | 0xA0 | 0xA4 | 0xA8 | 0xAC | 0xB0 | 0xB4 | 0xB8 | 0xBC | 0xDC | 0xE0 | 0xEC | 0xF0 | 0xF8 | 0x114 | 0x118
0079BE80	STSharkC	0079C5AC	STColl3C	73	65	0.890	0x0 | 0x2C | 0x78 | 0x7C | 0xDC | 0xE0 | 0xEC | 0xF8
0079BE80	STSharkC	0079C8A0	STGameObjC	53	50	0.943	0x0 | 0x8 | 0x2C
0079BE80	STSharkC	0079C9B0	STDestC	73	65	0.890	0x0 | 0x2C | 0x30 | 0x34 | 0x70 | 0x74 | 0xDC | 0xE0
0079BE80	STSharkC	0079CB14	STExplosion	53	50	0.943	0x0 | 0x8 | 0x2C
0079BE80	STSharkC	0079CC28	STGameObjC	53	50	0.943	0x0 | 0x8 | 0x2C
0079BE80	STSharkC	0079CD94	STGameObjC	53	50	0.943	0x0 | 0x8 | 0x2C
0079BE80	STSharkC	0079CEFC	STMineSetC	73	56	0.767	0x0 | 0x2C | 0x30 | 0x34 | 0x58 | 0x5C | 0x64 | 0x6C | 0x70 | 0x74 | 0x7C | 0xDC | 0xE0 | 0xEC | 0xF0 | 0xF4 | 0xF8
0079BE80	STSharkC	0079D098	STRubbishC	53	50	0.943	0x0 | 0x8 | 0x2C
0079BE80	STSharkC	0079D1D8	STGameObjC	73	69	0.945	0x0 | 0x2C | 0xDC | 0xE0
0079BE80	STSharkC	0079D33C	STGameObjC	73	69	0.945	0x0 | 0x2C | 0xDC | 0xE0
0079C008	MMObjTy	0079C0C4	PrividerTy	3	2	0.667	0x0
0079C1E8	StartSystemTy	0079E188	SystemClassTy	9	5	0.556	0x0 | 0x4 | 0x14 | 0x20
0079C264	STGameObjC	0079C718	STGameObjC	27	27	1.000	
0079C264	STGameObjC	0079D4B0	STGameObjC	27	20	0.741	0x8 | 0x24 | 0x28 | 0x2C | 0x30 | 0x54 | 0x58
0079C2D8		0079C78C		43	43	1.000	
0079C3EC	STSprGameObjC	0079C5AC	STColl3C	73	47	0.644	0x0 | 0xC | 0x28 | 0x2C | 0x30 | 0x34 | 0x58 | 0x5C | 0x78 | 0x7C | 0x9C | 0xA0 | 0xA4 | 0xA8 | 0xAC | 0xB0 | 0xB4 | 0xB8 | 0xBC | 0xDC | 0xE0 | 0xEC | 0xF0 | 0xF8 | 0x114 | 0x118
0079C3EC	STSprGameObjC	0079C8A0	STGameObjC	53	33	0.623	0x0 | 0x8 | 0xC | 0x28 | 0x2C | 0x30 | 0x34 | 0x58 | 0x5C | 0x78 | 0x7C | 0x9C | 0xA0 | 0xA4 | 0xA8 | 0xAC | 0xB0 | 0xB4 | 0xB8 | 0xBC
0079C3EC	STSprGameObjC	0079C9B0	STDestC	73	45	0.616	0x0 | 0xC | 0x28 | 0x2C | 0x30 | 0x34 | 0x58 | 0x5C | 0x70 | 0x74 | 0x78 | 0x7C | 0x9C | 0xA0 | 0xA4 | 0xA8 | 0xAC | 0xB0 | 0xB4 | 0xB8 | 0xBC | 0xDC | 0xE0 | 0xEC | 0xF0 | 0xF8 | 0x114 | 0x118
0079C3EC	STSprGameObjC	0079CB14	STExplosion	53	33	0.623	0x0 | 0x8 | 0xC | 0x28 | 0x2C | 0x30 | 0x34 | 0x58 | 0x5C | 0x78 | 0x7C | 0x9C | 0xA0 | 0xA4 | 0xA8 | 0xAC | 0xB0 | 0xB4 | 0xB8 | 0xBC
0079C3EC	STSprGameObjC	0079CC28	STGameObjC	53	33	0.623	0x0 | 0x8 | 0xC | 0x28 | 0x2C | 0x30 | 0x34 | 0x58 | 0x5C | 0x78 | 0x7C | 0x9C | 0xA0 | 0xA4 | 0xA8 | 0xAC | 0xB0 | 0xB4 | 0xB8 | 0xBC
0079C3EC	STSprGameObjC	0079CD94	STGameObjC	53	33	0.623	0x0 | 0x8 | 0xC | 0x28 | 0x2C | 0x30 | 0x34 | 0x58 | 0x5C | 0x78 | 0x7C | 0x9C | 0xA0 | 0xA4 | 0xA8 | 0xAC | 0xB0 | 0xB4 | 0xB8 | 0xBC
0079C3EC	STSprGameObjC	0079CEFC	STMineSetC	73	42	0.575	0x0 | 0xC | 0x28 | 0x2C | 0x30 | 0x34 | 0x58 | 0x5C | 0x64 | 0x6C | 0x70 | 0x74 | 0x78 | 0x7C | 0x9C | 0xA0 | 0xA4 | 0xA8 | 0xAC | 0xB0 | 0xB4 | 0xB8 | 0xBC | 0xDC | 0xE0 | 0xEC | 0xF0 | 0xF4 | 0xF8 | 0x114 | 0x118
0079C3EC	STSprGameObjC	0079D098	STRubbishC	53	33	0.623	0x0 | 0x8 | 0xC | 0x28 | 0x2C | 0x30 | 0x34 | 0x58 | 0x5C | 0x78 | 0x7C | 0x9C | 0xA0 | 0xA4 | 0xA8 | 0xAC | 0xB0 | 0xB4 | 0xB8 | 0xBC
0079C3EC	STSprGameObjC	0079D1D8	STGameObjC	73	47	0.644	0x0 | 0xC | 0x28 | 0x2C | 0x30 | 0x34 | 0x58 | 0x5C | 0x78 | 0x7C | 0x9C | 0xA0 | 0xA4 | 0xA8 | 0xAC | 0xB0 | 0xB4 | 0xB8 | 0xBC | 0xDC | 0xE0 | 0xEC | 0xF0 | 0xF8 | 0x114 | 0x118
0079C3EC	STSprGameObjC	0079D33C	STGameObjC	73	47	0.644	0x0 | 0xC | 0x28 | 0x2C | 0x30 | 0x34 | 0x58 | 0x5C | 0x78 | 0x7C | 0x9C | 0xA0 | 0xA4 | 0xA8 | 0xAC | 0xB0 | 0xB4 | 0xB8 | 0xBC | 0xDC | 0xE0 | 0xEC | 0xF0 | 0xF8 | 0x114 | 0x118
0079C5AC	STColl3C	0079C8A0	STGameObjC	53	49	0.925	0x0 | 0x8 | 0x78 | 0x7C
0079C5AC	STColl3C	0079C9B0	STDestC	73	61	0.836	0x0 | 0x2C | 0x30 | 0x34 | 0x70 | 0x74 | 0x78 | 0x7C | 0xDC | 0xE0 | 0xEC | 0xF8
0079C5AC	STColl3C	0079CB14	STExplosion	53	49	0.925	0x0 | 0x8 | 0x78 | 0x7C
0079C5AC	STColl3C	0079CC28	STGameObjC	53	49	0.925	0x0 | 0x8 | 0x78 | 0x7C
0079C5AC	STColl3C	0079CD94	STGameObjC	53	49	0.925	0x0 | 0x8 | 0x78 | 0x7C
0079C5AC	STColl3C	0079CEFC	STMineSetC	73	55	0.753	0x0 | 0x2C | 0x30 | 0x34 | 0x58 | 0x5C | 0x64 | 0x6C | 0x70 | 0x74 | 0x78 | 0x7C | 0xDC | 0xE0 | 0xEC | 0xF0 | 0xF4 | 0xF8
0079C5AC	STColl3C	0079D098	STRubbishC	53	49	0.925	0x0 | 0x8 | 0x78 | 0x7C
0079C5AC	STColl3C	0079D1D8	STGameObjC	73	66	0.904	0x0 | 0x78 | 0x7C | 0xDC | 0xE0 | 0xEC | 0xF8
0079C5AC	STColl3C	0079D33C	STGameObjC	73	66	0.904	0x0 | 0x78 | 0x7C | 0xDC | 0xE0 | 0xEC | 0xF8
0079C718	STGameObjC	0079D4B0	STGameObjC	27	20	0.741	0x8 | 0x24 | 0x28 | 0x2C | 0x30 | 0x54 | 0x58
0079C8A0	STGameObjC	0079C9B0	STDestC	53	46	0.868	0x0 | 0x8 | 0x2C | 0x30 | 0x34 | 0x70 | 0x74
0079C8A0	STGameObjC	0079CB14	STExplosion	53	52	0.981	0x0
0079C8A0	STGameObjC	0079CC28	STGameObjC	53	52	0.981	0x0
0079C8A0	STGameObjC	0079CD94	STGameObjC	53	52	0.981	0x0
0079C8A0	STGameObjC	0079CEFC	STMineSetC	53	41	0.774	0x0 | 0x8 | 0x2C | 0x30 | 0x34 | 0x58 | 0x5C | 0x64 | 0x6C | 0x70 | 0x74 | 0x7C
0079C8A0	STGameObjC	0079D098	STRubbishC	53	52	0.981	0x0
0079C8A0	STGameObjC	0079D1D8	STGameObjC	53	51	0.962	0x0 | 0x8
0079C8A0	STGameObjC	0079D33C	STGameObjC	53	51	0.962	0x0 | 0x8
0079C9B0	STDestC	0079CB14	STExplosion	53	46	0.868	0x0 | 0x8 | 0x2C | 0x30 | 0x34 | 0x70 | 0x74
0079C9B0	STDestC	0079CC28	STGameObjC	53	46	0.868	0x0 | 0x8 | 0x2C | 0x30 | 0x34 | 0x70 | 0x74
0079C9B0	STDestC	0079CD94	STGameObjC	53	46	0.868	0x0 | 0x8 | 0x2C | 0x30 | 0x34 | 0x70 | 0x74
0079C9B0	STDestC	0079CEFC	STMineSetC	73	56	0.767	0x0 | 0x2C | 0x30 | 0x34 | 0x58 | 0x5C | 0x64 | 0x6C | 0x70 | 0x74 | 0x7C | 0xDC | 0xE0 | 0xEC | 0xF0 | 0xF4 | 0xF8
0079C9B0	STDestC	0079D098	STRubbishC	53	46	0.868	0x0 | 0x8 | 0x2C | 0x30 | 0x34 | 0x70 | 0x74
0079C9B0	STDestC	0079D1D8	STGameObjC	73	67	0.918	0x0 | 0x2C | 0x30 | 0x34 | 0x70 | 0x74
0079C9B0	STDestC	0079D33C	STGameObjC	73	67	0.918	0x0 | 0x2C | 0x30 | 0x34 | 0x70 | 0x74
0079CB14	STExplosion	0079CC28	STGameObjC	53	52	0.981	0x0
0079CB14	STExplosion	0079CD94	STGameObjC	53	52	0.981	0x0
0079CB14	STExplosion	0079CEFC	STMineSetC	53	41	0.774	0x0 | 0x8 | 0x2C | 0x30 | 0x34 | 0x58 | 0x5C | 0x64 | 0x6C | 0x70 | 0x74 | 0x7C
0079CB14	STExplosion	0079D098	STRubbishC	53	52	0.981	0x0
0079CB14	STExplosion	0079D1D8	STGameObjC	53	51	0.962	0x0 | 0x8
0079CB14	STExplosion	0079D33C	STGameObjC	53	51	0.962	0x0 | 0x8
0079CC28	STGameObjC	0079CD94	STGameObjC	53	52	0.981	0x0
0079CC28	STGameObjC	0079CEFC	STMineSetC	53	41	0.774	0x0 | 0x8 | 0x2C | 0x30 | 0x34 | 0x58 | 0x5C | 0x64 | 0x6C | 0x70 | 0x74 | 0x7C
0079CC28	STGameObjC	0079D098	STRubbishC	53	52	0.981	0x0
0079CC28	STGameObjC	0079D1D8	STGameObjC	53	51	0.962	0x0 | 0x8
0079CC28	STGameObjC	0079D33C	STGameObjC	53	51	0.962	0x0 | 0x8
0079CD94	STGameObjC	0079CEFC	STMineSetC	53	41	0.774	0x0 | 0x8 | 0x2C | 0x30 | 0x34 | 0x58 | 0x5C | 0x64 | 0x6C | 0x70 | 0x74 | 0x7C
0079CD94	STGameObjC	0079D098	STRubbishC	53	52	0.981	0x0
0079CD94	STGameObjC	0079D1D8	STGameObjC	53	51	0.962	0x0 | 0x8
0079CD94	STGameObjC	0079D33C	STGameObjC	53	51	0.962	0x0 | 0x8
0079CEFC	STMineSetC	0079D098	STRubbishC	53	41	0.774	0x0 | 0x8 | 0x2C | 0x30 | 0x34 | 0x58 | 0x5C | 0x64 | 0x6C | 0x70 | 0x74 | 0x7C
0079CEFC	STMineSetC	0079D1D8	STGameObjC	73	56	0.767	0x0 | 0x2C | 0x30 | 0x34 | 0x58 | 0x5C | 0x64 | 0x6C | 0x70 | 0x74 | 0x7C | 0xDC | 0xE0 | 0xEC | 0xF0 | 0xF4 | 0xF8
0079CEFC	STMineSetC	0079D33C	STGameObjC	73	56	0.767	0x0 | 0x2C | 0x30 | 0x34 | 0x58 | 0x5C | 0x64 | 0x6C | 0x70 | 0x74 | 0x7C | 0xDC | 0xE0 | 0xEC | 0xF0 | 0xF4 | 0xF8
0079D098	STRubbishC	0079D1D8	STGameObjC	53	51	0.962	0x0 | 0x8
0079D098	STRubbishC	0079D33C	STGameObjC	53	51	0.962	0x0 | 0x8
0079D1D8	STGameObjC	0079D33C	STGameObjC	73	72	0.986	0x0
0079D618		0079D67C		13	12	0.923	0x30
0079D618		0079D6D4		13	11	0.846	0x18 | 0x30
0079D67C		0079D6D4		13	11	0.846	0x18 | 0x30
0079DAF0		007A1550		5	5	1.000	
0079DB04		007A1568		9	9	1.000	
0079DB28		007A1590		5	5	1.000	
0079DB3C		007A1390		15	11	0.733	0x0 | 0x4 | 0x8 | 0x34
0079DB3C		007A15A8		15	15	1.000	
0079DB78		007A13D0		45	30	0.667	0x0 | 0xC | 0x1C | 0x38 | 0x3C | 0x40 | 0x44 | 0x48 | 0x4C | 0x54 | 0x5C | 0x90 | 0x94 | 0xAC | 0xB0
0079DB78		007A15E8		49	43	0.878	0xC | 0x1C | 0x90 | 0x94 | 0xAC | 0xB0
0079DB78		007A1C08		4	2	0.500	0x0 | 0xC
0079DB78		007A1CB8		4	2	0.500	0x0 | 0xC
0079DB78		007A1D88		4	2	0.500	0x0 | 0xC
0079DC3C		0079DE58		9	5	0.556	0xC | 0x10 | 0x14 | 0x18
0079DC3C		007A1488		9	8	0.889	0xC
0079DC3C		007A1740		9	7	0.778	0xC | 0x18
0079DC3C		007A18C8		9	5	0.556	0xC | 0x10 | 0x14 | 0x18
0079DC60		0079DE7C		5	5	1.000	
0079DC60		007A14B0		5	5	1.000	
0079DC60		007A1768		5	5	1.000	
0079DC60		007A18F0		5	5	1.000	
0079DC74		0079DE90		18	12	0.667	0x28 | 0x30 | 0x38 | 0x3C | 0x40 | 0x44
0079DC74		007A14C8		18	18	1.000	
0079DC74		007A1780		18	13	0.722	0x28 | 0x38 | 0x3C | 0x40 | 0x44
0079DC74		007A1820		18	10	0.556	0x0 | 0x4 | 0x8 | 0x14 | 0x28 | 0x38 | 0x3C | 0x40
0079DC74		007A1908		18	12	0.667	0x28 | 0x30 | 0x38 | 0x3C | 0x40 | 0x44
0079DC74		007A19A8		18	9	0.500	0x0 | 0x4 | 0x8 | 0x14 | 0x28 | 0x30 | 0x38 | 0x3C | 0x40
0079DCBC		007A1510		15	13	0.867	0xC | 0x34
0079DCF8		007A11A0		9	8	0.889	0xC
0079DD34		007A1148		22	16	0.727	0x4 | 0x8 | 0xC | 0x34 | 0x38 | 0x54
0079DD9C		007A1378		5	5	1.000	
0079DDB0		007A1390		15	10	0.667	0x10 | 0x14 | 0x18 | 0x1C | 0x2C
0079DDEC		007A1C08		4	2	0.500	0x0 | 0xC
0079DDEC		007A1CB8		4	2	0.500	0x0 | 0xC
0079DDEC		007A1D88		4	2	0.500	0x0 | 0xC
0079DE58		007A1488		9	5	0.556	0xC | 0x10 | 0x14 | 0x18
0079DE58		007A1740		9	6	0.667	0xC | 0x10 | 0x14
0079DE58		007A18C8		9	8	0.889	0x10
0079DE7C		007A14B0		5	5	1.000	
0079DE7C		007A1768		5	5	1.000	
0079DE7C		007A18F0		5	5	1.000	
0079DE90		007A14C8		18	12	0.667	0x28 | 0x30 | 0x38 | 0x3C | 0x40 | 0x44
0079DE90		007A1780		18	17	0.944	0x30
0079DE90		007A1908		18	18	1.000	
0079DED8		007A17C8		15	12	0.800	0xC | 0x20 | 0x30
0079DED8		007A1950		15	12	0.800	0xC | 0x20 | 0x30
0079E188	SystemClassTy	0079E1B4	SystemWithNamedObjClassTy	9	5	0.556	0x8 | 0xC | 0x10 | 0x18
007A11C8		007A1C08		4	2	0.500	0x0 | 0xC
007A11C8		007A1CB8		4	2	0.500	0x0 | 0xC
007A11C8		007A1D88		4	2	0.500	0x0 | 0xC
007A1390		007A15A8		15	11	0.733	0x0 | 0x4 | 0x8 | 0x34
007A13D0		007A15E8		45	35	0.778	0x0 | 0xC | 0x38 | 0x3C | 0x40 | 0x44 | 0x48 | 0x4C | 0x54 | 0x5C
007A13D0		007A1C08		4	2	0.500	0x0 | 0xC
007A13D0		007A1CB8		4	2	0.500	0x0 | 0xC
007A13D0		007A1D88		4	2	0.500	0x0 | 0xC
007A1488		007A1740		9	8	0.889	0x18
007A1488		007A18C8		9	5	0.556	0xC | 0x10 | 0x14 | 0x18
007A14B0		007A1768		5	5	1.000	
007A14B0		007A18F0		5	5	1.000	
007A14C8		007A1780		18	13	0.722	0x28 | 0x38 | 0x3C | 0x40 | 0x44
007A14C8		007A1820		18	10	0.556	0x0 | 0x4 | 0x8 | 0x14 | 0x28 | 0x38 | 0x3C | 0x40
007A14C8		007A1908		18	12	0.667	0x28 | 0x30 | 0x38 | 0x3C | 0x40 | 0x44
007A14C8		007A19A8		18	9	0.500	0x0 | 0x4 | 0x8 | 0x14 | 0x28 | 0x30 | 0x38 | 0x3C | 0x40
007A15E8		007A1C08		4	2	0.500	0x0 | 0xC
007A15E8		007A1CB8		4	2	0.500	0x0 | 0xC
007A15E8		007A1D88		4	2	0.500	0x0 | 0xC
007A1740		007A18C8		9	6	0.667	0xC | 0x10 | 0x14
007A1768		007A18F0		5	5	1.000	
007A1780		007A1820		18	9	0.500	0x0 | 0x4 | 0x8 | 0x14 | 0x28 | 0x38 | 0x3C | 0x40 | 0x44
007A1780		007A1908		18	17	0.944	0x30
007A17C8		007A1950		15	13	0.867	0xC | 0x20
007A1808		007A1990		5	5	1.000	
007A1820		007A19A8		18	17	0.944	0x30
007A1868		007A19F0		23	20	0.870	0xC | 0x20 | 0x38
007A1C08		007A1CB8		4	3	0.750	0xC
007A1C08		007A1D88		4	2	0.500	0x0 | 0xC
007A1C18		007A1CC8		18	18	1.000	
007A1C60		007A1D10		21	20	0.952	0x50
007A1CB8		007A1D88		4	2	0.500	0x0 | 0xC
